uuid,schooltype3,age3,gender2,major2
87ecccfe-4246-4ae6-8b25-b4506815ee76,graduate school,20-24,female,non-STEMB
1070b963-ae3e-4941-8e9e-269c40f7dc73,4-year university,25-34,female,non-STEMB
fcf09d51-6b6d-4e97-9225-0d427ec26431,4-year university,35+,male,STEM
a720204f-fb1d-47b7-b1e2-037cf9afe2a9,4-year university,20-24,female,non-STEMB
d252e25f-a42f-41e6-b76d-fb39d51fad26,2-year college,20-24,male,non-STEMB
a97a96a0-1961-4f4e-a3ec-0f15247490bd,2-year college,18-19,female,non-STEMB
72b942dd-df12-4693-95ee-e7b42a69ac38,4-year university,25-34,female,non-STEMB
1f8b7432-da00-4e4f-8e98-c29eec0e7f3c,graduate school,25-34,male,non-STEMB
18f12db8-478c-4f9c-b1c5-d633f17ab89a,4-year university,20-24,female,non-STEMB
be8ceab5-9fcc-40fd-a8f2-7969d0c5bd7b,graduate school,25-34,male,STEM
90a0e1ec-0541-4bf1-91fd-4a953180c543,graduate school,18-19,female,non-STEMB
4ece64e0-d85f-4468-89f4-85894f8a5560,graduate school,18-19,female,non-STEMB
d7d244d8-e7fc-46df-b311-b0cdfa349c04,4-year university,18-19,male,non-STEMB
e29bc9f2-1fe4-4188-857e-8bc143644dc4,graduate school,25-34,female,STEM
559245cd-1696-42ef-b842-04f7a6e051af,4-year university,25-34,female,non-STEMB
2a44bd30-97d5-4c14-a336-22d891e35255,4-year university,20-24,female,STEM
618e6c77-405b-470f-923e-f962939cf60e,4-year university,18-19,female,STEM
e2f6c98d-c032-4e60-87aa-59866ba2fbd4,4-year university,18-19,female,STEM
c0161e7a-5787-41d4-8e93-48e634e938ec,graduate school,35+,female,non-STEMB
f292c414-2663-40cb-a2c4-22fd5d543a47,4-year university,25-34,Non-Binary,STEM
8828f87f-7756-4e79-9112-a4c8809bab2a,4-year university,18-19,female,STEM
e9a29132-94c6-497e-9c8f-f69385d70292,graduate school,25-34,female,STEM
91f0bb52-227a-427d-9383-bda8a98d3b73,2-year college,20-24,male,non-STEMB
0cd31c84-98c4-4c8b-a03e-d2fa30481377,2-year college,18-19,female,non-STEMB
33da55fa-e775-4e40-9ba8-bc812f1bed27,graduate school,18-19,male,STEM
1bba33de-f6e5-4f27-abc8-571fb888c6a2,graduate school,20-24,male,non-STEMB
3a854b97-5836-4c87-b3a3-96c945cbf8cc,graduate school,18-19,male,non-STEMB
3443d8a1-2a62-48c8-9679-a6c07fe2b84b,4-year university,35+,female,STEM
36a3ef27-7c8c-42c8-bb4a-379ee1497795,4-year university,20-24,female,STEM
22ab8738-ea73-426c-b260-0a24145f093b,4-year university,20-24,male,non-STEMB
7b8089e4-6a79-48a7-82bd-6b01b9eb51bd,4-year university,18-19,female,non-STEMB
d0ed024e-8600-4aef-802a-a7b66b27497a,2-year college,20-24,female,non-STEMB
4ef537d7-c33c-4e2f-81ca-d9c07819fa73,4-year university,35+,male,STEM
caa82833-9285-4919-89d3-13dee065658f,graduate school,18-19,female,non-STEMB
f12ff49b-c244-4c52-876c-f2192d7a53fe,4-year university,20-24,female,STEM
9773680f-fe20-47c2-94a4-ecad9dc0dc29,4-year university,20-24,male,non-STEMB
3c9a2a24-9d57-491f-8f12-cb4148a2e188,4-year university,20-24,female,STEM
5bae67c9-d93f-40ed-9512-e512ddfca769,graduate school,20-24,female,non-STEMB
42f8bb44-d720-4880-be36-bf2af07b706e,4-year university,35+,female,non-STEMB
adb34f5b-11f8-48c1-8f8f-6a8355e97aee,4-year university,20-24,female,non-STEMB
775231e3-c0c5-408b-8df0-710661359ef1,4-year university,20-24,female,STEM
23866f6f-44e4-49c0-8da7-e8e6a35524fa,4-year university,35+,female,non-STEMB
8422d145-336e-4c0b-a086-08f5a8910988,4-year university,15-17,male,non-STEMB
fb922113-be33-4c55-b920-658602e69b12,2-year college,35+,male,STEM
9b25daee-710e-4b5a-b318-83dfb4a4680f,2-year college,35+,male,STEM
98f1ed94-7f9a-457a-98ca-c631aefe616c,2-year college,20-24,female,non-STEMB
5765e891-fa2c-4f6e-8c81-82ddabdd80d7,2-year college,25-34,female,STEM
29dfd4d8-e97a-4d97-b890-231ed8ba5da2,4-year university,20-24,male,non-STEMB
3600c5a1-4378-4cc8-8d70-b378fe58c7fa,graduate school,20-24,male,non-STEMB
8e77b059-a29a-48e1-ba81-d5a81d74ac6d,2-year college,25-34,female,non-STEMB
6da9791c-86a1-439f-827c-7e38b328b840,graduate school,15-17,female,non-STEMB
f0a193db-153b-487c-8052-318b6d7926a8,4-year university,25-34,male,STEM
af54d23f-5369-44b2-a34e-7e0f29be21fc,4-year university,20-24,female,non-STEMB
983e19db-7e33-42d3-b461-2113500c7e38,4-year university,18-19,male,STEM
22bce35b-2460-4b85-a0d6-d41344b07747,4-year university,35+,male,STEM
1699d7b8-c57c-4e82-845f-4b389a49037e,graduate school,20-24,female,non-STEMB
46128a16-8f38-4138-a2f4-f20b775c3a7d,4-year university,25-34,male,non-STEMB
45bce625-e119-48a9-9180-06b87fe87f92,4-year university,20-24,female,STEM
01ce9ec6-4f73-42d6-9019-fa9895bed3cc,2-year college,25-34,female,STEM
d1b8be6d-9609-4e2d-90de-08f99e8be29e,4-year university,20-24,female,STEM
4b721622-ee8f-49b6-a8d9-69d4381143ee,4-year university,35+,male,non-STEMB
03200639-1c6c-4752-955a-3995ca0abe7e,graduate school,18-19,male,STEM
07862a0e-c055-4626-bbf7-518336e55907,graduate school,20-24,female,non-STEMB
af15377a-5dc4-47f8-9ebb-8a365077e5da,graduate school,18-19,Non-Binary,non-STEMB
62652450-b398-40ed-82ca-19a592db3554,graduate school,20-24,male,STEM
537f8aa3-f709-41f4-841e-50a141fe8c52,4-year university,20-24,female,non-STEMB
83dc478e-d4c3-4e79-bd59-fc4ace416d19,4-year university,25-34,female,STEM
b07f5ec6-d340-464a-a963-e7ba1d40d9a3,4-year university,20-24,male,STEM
276fae2a-a466-4f04-a826-532366f4645a,4-year university,25-34,male,STEM
c05f0b76-d38e-41a1-a852-d24f78ddd5ff,graduate school,20-24,male,non-STEMB
d03b5f06-aad4-4e1d-98eb-41c90a7cf8ae,4-year university,18-19,female,STEM
bc920512-5e7b-4ab7-b1d5-4ae003ab2ffc,graduate school,35+,female,non-STEMB
d5437242-47e8-4ac3-b449-04bc5d8a3105,4-year university,35+,female,STEM
87f7ae1b-bf83-4c46-85e0-535b65fbfb29,4-year university,35+,female,non-STEMB
3a4bf959-0f95-4463-9c4b-53f00343f1ba,4-year university,25-34,male,non-STEMB
af596c56-ab7f-427e-9e0b-62c85ea5c3e1,graduate school,25-34,female,STEM
5d0b5d2b-eefb-478c-9b63-c957bdf8046b,4-year university,35+,male,non-STEMB
87177d55-2fe8-4ce1-a2e1-41f55a038fd0,4-year university,35+,female,STEM
3f8d75f4-ec2c-48d6-ae7b-c0cb20cff79b,4-year university,25-34,male,non-STEMB
04531cd8-82b6-44ed-90df-9495d5d4cd99,graduate school,20-24,female,non-STEMB
ef6891f4-9279-4e82-9cec-11fa053adee6,4-year university,18-19,male,non-STEMB
2269c40f-526f-4050-844f-31682cf445c6,2-year college,20-24,female,non-STEMB
dc0bd971-0527-42d7-bd5d-0f07f14e5b40,graduate school,18-19,male,STEM
34ab1b20-0c2f-4f99-adbc-bcaf7da00e11,4-year university,20-24,male,non-STEMB
cedb555b-c1c9-4196-ac75-3d34df84e3eb,graduate school,25-34,female,STEM
73afa31e-a21f-4a4b-b1a5-09de28e37957,4-year university,20-24,male,non-STEMB
6035a9af-a7ee-472b-97c2-742a9fd911e6,4-year university,18-19,female,STEM
55b826b0-e98b-4651-9be5-2a880f634d79,4-year university,20-24,male,STEM
bd46f60f-da46-4fbe-80a5-efeb6537a11c,4-year university,18-19,male,non-STEMB
c8c3992c-be97-4a69-8139-c5c8bcca13db,4-year university,20-24,female,STEM
706e5270-e673-47e0-b6cf-ac6d5c91e525,2-year college,18-19,male,non-STEMB
859acce4-4ae1-45c8-88fb-911ea6a0a01b,4-year university,20-24,female,non-STEMB
a4ea2b59-411e-4cc8-9555-7c5b51ff5fb2,graduate school,20-24,female,non-STEMB
74cf96f7-2988-4cc1-bb2d-61c70f55713a,graduate school,25-34,male,STEM
86573527-9662-4c5d-80f4-647ff4861c99,4-year university,20-24,male,STEM
2a752379-c70f-4b98-be1f-1ce6ddd0bc89,4-year university,18-19,male,STEM
0553f5b6-9968-4184-80a6-fa9e64bc594d,4-year university,25-34,male,STEM
27ca741a-913c-4684-be97-5252b69ecb62,4-year university,20-24,female,non-STEMB
4d5a22c3-7a05-4618-b4a1-5400fc90c663,4-year university,25-34,male,STEM
e353e500-e85d-4679-ad15-d1169a835485,graduate school,20-24,female,STEM
76baf5ac-5cb2-40b2-8b1c-359566fbdd63,2-year college,20-24,female,STEM
83659895-e8f5-44ca-9a7d-37b32b74ac52,4-year university,20-24,female,STEM
7a95bd25-2cce-4722-b847-2f96d15233e7,2-year college,20-24,female,STEM
1d465aee-04ac-4b19-963b-9df2fd19d6c2,4-year university,35+,female,non-STEMB
6cdc395e-b487-4cd5-8930-34bb412d9f62,4-year university,20-24,female,non-STEMB
2e41206c-dd7d-4b09-ba7c-f0e89c3a91b0,2-year college,20-24,male,STEM
2f774fbb-64bb-4c03-9ac9-cebfb1573200,4-year university,25-34,female,non-STEMB
424a83eb-49a3-435b-a3ff-c1a862331bb6,2-year college,18-19,male,STEM
961e9189-f736-48ef-8a5b-c91be42230c2,4-year university,35+,male,STEM
4a667537-5e0f-491d-b804-e33bae90df9b,2-year college,20-24,male,non-STEMB
c39ee691-bfcf-4f5f-8851-80876515c402,graduate school,18-19,male,STEM
1c47e5ea-e209-43eb-80e8-f871c5cc9cf3,4-year university,20-24,male,non-STEMB
d037c1ea-4b33-489e-a199-f0cbbe6990c0,4-year university,35+,female,STEM
df2ee5b3-e117-447b-9717-9b9e12ee1e46,2-year college,18-19,female,STEM
37c56ace-f51b-435a-a159-945831b4f134,graduate school,25-34,female,non-STEMB
c934fb40-ba13-4f7b-8e46-73a3f6859132,4-year university,20-24,male,non-STEMB
7f06b9c0-7aa9-4337-80e7-281cba1d334a,4-year university,35+,female,non-STEMB
d5f0cfca-132a-4a2c-8835-a08e16240aed,graduate school,20-24,female,STEM
22b66f4d-17d7-4ccc-832c-13e4fbadcba6,4-year university,18-19,female,non-STEMB
902bf46b-277a-4bbe-8c2e-2cd5f8b83649,4-year university,20-24,female,non-STEMB
49e7cd28-73e9-4651-a990-daec5cb4bf1d,4-year university,25-34,male,non-STEMB
ad8cdfeb-1821-42aa-870b-f5580bf375f6,4-year university,20-24,male,non-STEMB
e5a4f299-ba83-41f6-b230-6dc3f8f9766b,4-year university,25-34,female,STEM
19285b28-1df2-4552-90ca-63715e0bd5a6,4-year university,20-24,female,non-STEMB
c3fd269c-c4d9-4173-9e00-a27d755561b6,4-year university,20-24,male,non-STEMB
8c80c1df-019f-4ddc-b02d-b5999a74b604,2-year college,20-24,female,STEM
d4fcb1d7-e392-4ecd-96f1-9c914dcf50ef,4-year university,20-24,male,non-STEMB
1a77ebfa-9190-485d-b738-3d37e7d33381,graduate school,18-19,male,non-STEMB
179af5f4-4402-41dd-8afe-9e355382c8a3,4-year university,18-19,male,non-STEMB
b986b15d-86c5-4a70-b9d3-becb5cac7e12,4-year university,35+,female,STEM
491b2525-934c-496e-bd3c-6e5839e4ebd8,4-year university,18-19,female,STEM
674cff2c-c415-4057-bfc6-17835f74f740,2-year college,20-24,female,STEM
cec301f8-3bb3-4d9c-81c7-efcf487d3195,2-year college,20-24,female,STEM
2bbd3244-dd9c-4b30-8207-74b42b4bd104,4-year university,25-34,male,non-STEMB
a231c084-5076-47b0-a304-70a2859ae40d,graduate school,18-19,female,non-STEMB
e284a3ed-6be5-46f0-ac99-80ae87c9c1b3,4-year university,20-24,female,non-STEMB
6c424cfc-ddc9-41e2-aa6c-7d787f7dfc74,graduate school,18-19,male,STEM
acbdceac-bda0-4275-94ac-75172eae3e86,4-year university,35+,male,STEM
a368ac3d-bf1d-4376-be22-1e3474b4e5bd,2-year college,20-24,female,non-STEMB
30205a4f-10dc-49d7-bed9-d30668dbbe23,4-year university,18-19,male,STEM
f6c5a4ce-8d60-4fc0-bc91-f7768a490eb7,4-year university,35+,female,STEM
ca3f7c00-39f6-4a92-b64b-51d48b4c2ba1,4-year university,18-19,male,non-STEMB
0396cb22-74c8-425b-840a-f0c5cec3da95,4-year university,20-24,male,non-STEMB
9b2e0b40-8a8b-424d-ae3d-a6f88167fc5b,4-year university,18-19,male,non-STEMB
02c26406-5cc0-4a52-a77b-1826ea9ea91b,4-year university,35+,female,non-STEMB
5680e4bb-14cf-4d3b-a895-08073049f893,4-year university,20-24,male,non-STEMB
5a877b4e-9adb-429f-92b8-a2d4236bf346,graduate school,20-24,female,non-STEMB
c48b87c1-285b-41d2-ab03-47a15b117ab7,4-year university,25-34,male,non-STEMB
3f187b0c-91ee-4c27-949e-2469bf4faf57,4-year university,35+,female,non-STEMB
80cf589f-289b-4da1-ad5b-605841b7e56b,4-year university,20-24,female,non-STEMB
b37951e9-b256-4247-adf6-76582e042884,4-year university,20-24,male,non-STEMB
322ffd10-a1f1-438e-ad04-0ab2637786b8,4-year university,35+,female,non-STEMB
7af4ac0c-5a92-4191-a9c0-3bb11cf45442,graduate school,25-34,male,STEM
ac21a771-0fa0-4bb3-8cc5-65c7f21bbdbc,4-year university,35+,female,STEM
b825dd62-f1d8-4f24-b5b7-3f6ab697a593,4-year university,18-19,female,non-STEMB
4bd17d2f-a330-4eba-ae57-b54b79114f66,graduate school,35+,female,STEM
9f5dc017-c790-48fb-9bff-a818d3f12636,4-year university,25-34,female,non-STEMB
e6ebdbeb-da3e-47a3-96c8-56af787855c2,2-year college,25-34,male,STEM
d654020f-f119-4bfa-a13a-d85f3082b376,4-year university,20-24,female,STEM
11a03d34-a8b2-41a9-83d1-17a9174d705b,4-year university,35+,female,STEM
3fc2249b-a668-44ab-9fe2-aedf31c2f89c,graduate school,35+,female,STEM
9416d941-e513-4f66-8d01-71d9394f8472,2-year college,25-34,female,STEM
39ca9bb3-3ccf-480b-a81c-11a9fbe2ac0e,4-year university,35+,male,STEM
c3f4fbcf-27e4-46ed-a764-16991faed29d,2-year college,20-24,female,STEM
dd1c672f-68c5-4055-8ae2-8db0c9600018,4-year university,25-34,female,non-STEMB
0c8ccb40-af8a-4146-883e-1cd98fbe6810,2-year college,20-24,female,STEM
f11150dd-edf8-4ac3-bcd1-09330b0809bb,2-year college,20-24,female,non-STEMB
35856347-16e2-4adc-baa7-5f65865e8ee0,2-year college,18-19,male,non-STEMB
c26d52d0-c8df-4427-b10f-37a556d2d14b,4-year university,20-24,female,non-STEMB
f4788344-e5b9-4dc8-9aa3-c3e7d0584910,graduate school,18-19,female,STEM
b33de15b-1d0b-49d6-9c54-a74612e93033,4-year university,20-24,female,non-STEMB
7dd3463d-8d9a-4ced-ba05-5346956fcead,2-year college,20-24,male,non-STEMB
cd845935-ee89-450c-893a-012ec14f7a57,4-year university,25-34,female,non-STEMB
aa5023a2-7e14-4d10-8212-fc6de378871f,4-year university,20-24,male,non-STEMB
e338fb8c-cc4f-43b3-ad6c-1ac3e3a7a599,graduate school,35+,female,STEM
816bedb2-f7ea-4be1-afd5-d285133bdfc2,4-year university,18-19,male,non-STEMB
7d449c3f-e8bc-4fae-b02b-6b9c3d6d1738,2-year college,18-19,female,non-STEMB
d7408dea-e416-4f34-840d-14e3fae1734b,4-year university,20-24,male,non-STEMB
05aa0375-41f4-471b-b70d-3c61f8fe72d0,4-year university,18-19,female,STEM
e0c41016-3849-405d-b9f6-5f65ab865785,4-year university,20-24,male,non-STEMB
c069f3ed-1cbe-4910-a753-c6bb2a670788,2-year college,18-19,female,STEM
aa794e62-d8a9-4bbf-88dc-bf45a395c5a0,2-year college,18-19,Non-Binary,STEM
b2f46207-975d-4d23-9f30-8a8221dadfda,4-year university,25-34,female,non-STEMB
dfdfae40-cd7f-4fef-b7e4-748ee8cc397a,4-year university,35+,male,non-STEMB
7427746d-2f64-44de-a8ad-ed6d46e23e65,4-year university,18-19,female,STEM
07a34e01-63a2-4469-b03f-7bbc1e1e4393,graduate school,20-24,female,non-STEMB
3453310d-b388-4a50-b372-49ab645bbd80,4-year university,20-24,female,STEM
64638e43-8d54-4d29-8e4b-edf330eefdb8,4-year university,25-34,male,STEM
aa9610b4-f50b-4d05-94c2-d0f124ff718f,2-year college,20-24,female,STEM
27b0a453-52e3-4767-95e3-e9b648e5bb01,4-year university,20-24,female,non-STEMB
310bced4-8a5f-4204-a0cb-e0879bbcd6d1,4-year university,18-19,female,STEM
6c91e28a-7015-49c6-8a3f-9a0102b77082,4-year university,18-19,male,non-STEMB
c5bcf223-ec69-4018-b23a-99a2836fb181,4-year university,35+,female,non-STEMB
464d6818-0e8f-4b8a-81b1-ae8164257680,4-year university,25-34,male,STEM
9521d3ed-8c51-4bc7-91a7-067285d9fb6b,4-year university,20-24,male,STEM
9a1b8c23-eb09-402e-a5f5-35603b772d62,4-year university,25-34,male,STEM
32e39fc4-bb6d-48e1-84f6-dfa0b6e37b11,4-year university,25-34,female,non-STEMB
c9f5dedb-2204-4e8f-81fa-4b3243e669c2,4-year university,20-24,female,non-STEMB
df4a29db-c314-45b7-b635-1583753c12ef,4-year university,18-19,male,STEM
21f070b8-0296-4893-9e5f-167ab926868c,4-year university,18-19,male,STEM
fb4dd56e-b26e-411c-a81c-58d75c7269c9,graduate school,20-24,female,non-STEMB
5a5b0928-5195-4788-8a8f-9a01893bfc4b,graduate school,25-34,male,STEM
21fa67ba-1849-413b-ad08-c1a428d1d74f,4-year university,20-24,female,STEM
8ecb61a8-ed7b-40b6-a032-d9f5c2dc7b52,4-year university,18-19,male,STEM
2b61623a-373e-4113-921f-302dc512eca6,4-year university,25-34,female,STEM
722646a4-7266-4cbd-a9f9-46f9655c0069,4-year university,20-24,female,STEM
8ca9d6b0-3911-4e8b-a8d5-378b5a6c2722,2-year college,18-19,female,non-STEMB
ee799151-b73c-4652-9893-ceeb32a08075,2-year college,20-24,female,non-STEMB
02efbbfb-9414-4e6f-a57f-f7fac8be4c6b,4-year university,20-24,female,non-STEMB
a3087be0-19f6-4a67-9da2-c7719b3ae642,graduate school,20-24,female,STEM
270a779b-3a39-48ca-a53d-c48994acfee5,4-year university,20-24,female,STEM
3e710bdb-3153-4829-ba84-648e5d0f1910,4-year university,18-19,female,non-STEMB
35a198d5-3eb5-4087-ba48-a2134f76b92a,4-year university,25-34,female,non-STEMB
6206b6c0-2d7e-4e01-83b1-2f50cb882110,2-year college,20-24,female,non-STEMB
fb101428-2a31-4153-9b65-e7aefcfd5fac,4-year university,20-24,female,STEM
ef78c7b7-f822-457b-88c0-d3c38b035022,4-year university,20-24,female,STEM
17f65167-6f1f-4603-80ac-1a4c7d273df8,4-year university,20-24,male,STEM
5082b8f8-f5e1-4532-bb82-63796bfe6933,4-year university,35+,male,STEM
